defense,level,f1,f1_ci,by,n,top5,top10,entropy,dDownB,dDownB_q1,dDownB_q3,dUpB,dT,dT_q1,dT_q3,n_pages
srvh2ps1p,high,0.033185460931097414,0.001244611299312921,xgboost,3,0.08865352554672944,0.14484652348730018,1.2730115077170259,4.785,3.855,6.427,1.268,-0.068,-0.148,0.062,25.0
srvtamaraw,vlow,0.9991931039479304,0.00016060757746401788,robustfp,3,0.9998999899989999,0.9998999899989999,6.602391329534107,0.543,0.442,0.617,0.0,0.035,0.002,0.079,25.0
srvtamaraw,low,0.5813613967318187,0.01703619091661706,robustfp,3,0.8110009561244066,0.8738004574302661,3.2991712710532077,4.749,4.053,5.108,0.0,0.302,0.269,0.405,25.0
srvtamaraw,lomid,0.03511334213618265,0.001657824310953172,xgboost,3,0.12397233395571926,0.20481379205496586,0.9504915695659841,10.026,8.665,11.22,0.0,0.793,0.523,1.008,25.0
srvtamaraw,mid1,0.11175914254432463,0.001259764872993664,xgboost,3,0.19496708614808858,0.2588355555137029,1.1061798553936208,18.557,16.349,19.848,0.0,1.794,1.224,2.319,25.0
tamaraw,vlow,0.9250917181275571,0.0019740232031396016,xgboost,3,0.948357676716698,0.9568658969207521,6.015045386679225,1.533,1.328,2.231,1.078,0.214,0.165,0.322,25.0
tamaraw,low,0.24292493347244504,0.013476195426628803,robustfp,3,0.6466995529786931,0.7831000256594346,2.293670795487615,2.457,2.134,3.237,1.675,0.299,0.278,0.388,25.0
tamaraw,lomid,0.11967384050260109,0.002292169045926312,robustfp,3,0.36109984723727323,0.5351985408498858,1.241941911108546,4.1,3.116,6.61,2.466,0.323,0.277,0.394,25.0
tamaraw,mid1,0.13789958803700908,0.002236717857717207,xgboost,3,0.24945265030865493,0.32796240157374784,1.2446505051128591,7.239,5.117,10.784,4.168,0.375,0.318,0.484,25.0
tamaraw,mid2,0.1529528159510953,0.005488785194168326,xgboost,3,0.2334759779801703,0.29395909074496257,1.1980593821677095,7.372,6.384,10.267,6.385,0.428,0.35,0.515,25.0
tamaraw,high,0.14413804052796655,0.003167275727033797,xgboost,3,0.22775434626067273,0.28762472996605287,1.047910354661199,7.868,6.589,9.941,8.164,0.421,0.349,0.534,25.0
